Umsteigebauwerke,,,,,,,,,,,,,
,,,,,,,,,,,,,
Typ,Nr.,Name,Umsteigebauwerk_niveau  ,X,Y,Exportnummer,HAFAS-Nr.,,,,,,
Zwischenpunkt,78,Bahnsteig Gleis 1/2 (Rolltreppe zur Schalterhalle),1,4581518,5823135,9720078,,,,,,,
Zwischenpunkt,80,Bahnsteig Gleis 1/2 (Rolltreppe zum Durchgang),1,4581347,5823067,9720080,,,,,,,
Zwischenpunkt,93,Schalterhalle (Rolltreppe zum Bahnsteig Gleis 3/4),0,4581347,5823068,9720093,,,,,,,
Zwischenpunkt,94,Schalterhalle (Aufzug zum Bahnsteig Gleis 3/4),0,4581347,5823066,9720094,,,,,,,
ÖV,2,Bahnsteig U7 Richtung Rudow,-2,4581519,5823142,9720002,,,,,,,
ÖV,4,Bahnsteig Gleis 3/4,1,4581328,5823069,9720004,,,,,,,
Zugang,14,Zugang (Rolltreppe) Altstädter Ring/Seegefelder Straße,0,4581507,5823227,9720014,,,,,,,
Zugang,18,Zugang (Aufzug),0,4581469,5823075,9720018,,,,,,,
Zugang,21,Zugang (Treppe) Stabholzgarten/Rathaus,0,4581533,5823057,9720021,,,,,,,
Zwischenpunkt,36,Bahnsteig U7 Spandau (Rolltreppe zum Zwischengeschoss Altstädter Ring),-2,4581518,5823135,9720036,,,,,,,
Zwischenpunkt,48,Zwischengeschoss Klosterstraße (Rolltreppe zum Bahnsteig U7 Spandau),-1,4581518,5823135,9720048,,,,,,,
Zwischenpunkt,58,Zwischengeschoss Klosterstraße (Rolltreppe Seegefelder Straße/Altstädter Ring),-1,4581518,5823135,9720058,,,,,,,
Zwischenpunkt,64,Zwischengeschoss Altstädter Ring (Aufzug zum Bahnsteig U7 Rudow),-1,4581518,5823135,9720064,,,,,,,
Zwischenpunkt,66,Zwischengeschoss Altstädter Ring (Rolltreppe Carl-Schurz Straße/Rathaus),-1,4581518,5823135,9720066,,,,,,,
Zwischenpunkt,76,Bahnsteig Gleis 1/2 (Treppe zur Schalterhalle),1,4581347,5823068,9720076,,,,,,,
Zwischenpunkt,96,Schalterhalle (Rolltreppe zum Bahnsteig Gleis 5/6),0,4581347,5823067,9720096,,,,,,,
Zwischenpunkt,65,Zwischengeschoss Altstädter Ring (Treppe Carl-Schurz Straße/Rathaus),-1,4581518,5823135,9720065,,,,,,,
Zugang,10,Zugang (Treppe) Münsinger Straße/Amtsgericht,0,4581510,5823234,9720010,,,,,,,
Zugang,13,Zugang (Treppe) Altstädter Ring/Seegefelder Straße,0,4581508,5823227,9720013,,,,,,,
Zwischenpunkt,37,Bahnsteig U7 Spandau (Aufzug zum Zwischengeschoss Altstädter Ring),-2,4581518,5823135,9720037,,,,,,,
Zwischenpunkt,38,Bahnsteig U7 Rudow (Treppe am Aufzug zum Zwischengeschoss Klosterstraße),-2,4581518,5823135,9720038,,,,,,,
Zwischenpunkt,53,Zwischengeschoss Klosterstraße (Treppe Stabholzgarten/Rathaus),-1,4581518,5823135,9720053,,,,,,,
Zwischenpunkt,57,Zwischengeschoss Klosterstraße (Treppe Seegefelder Straße/Altstädter Ring),-1,4581518,5823135,9720057,,,,,,,
Zwischenpunkt,59,Zwischengeschoss Altstädter Ring (Treppe zum Bahnsteig U7 Spandau),-1,4581518,5823135,9720059,,,,,,,
Zwischenpunkt,62,Zwischengeschoss Altstädter Ring (Treppe zum Bahnsteig U7 Rudow),-1,4581518,5823135,9720062,,,,,,,
Zwischenpunkt,75,Bahnsteig Gleis 1/2 (Treppe Stabholzgarten/Klosterstraße/Rathaus),1,4581348,5823068,9720075,,,,,,,
Zwischenpunkt,77,Bahnsteig Gleis 1/2 (Aufzug zur Schalterhalle),1,4581347,5823067,9720077,,,,,,,
Zwischenpunkt,95,Schalterhalle (Treppe zum Bahnsteig Gleis 5/6),0,4581347,5823067,9720095,,,,,,,
Zwischenpunkt,98,Durchgang (Rolltreppe zum Bahnsteig Gleis 1/2),0,4581347,5823067,9720098,,,,,,,
ÖV,5,Bahnsteig Gleis 5/6,1,4581328,5823069,9720005,,,,,,,
Zugang,25,Zugang (Durchgang) Seegefelder Str.,0,4581276,5823113,9720025,,,,,,,
Zugang und ÖV,29,Bushaltestelle Position 6 Seegefelder Straße hinter Altstädter Ring,0,4581434,5823114,9720029,,,,,,,
Zwischenpunkt,31,Bahnsteig U7 Spandau(Treppe am Aufzug zum Zwischengeschoss Klosterstraße),-2,4581518,5823135,9720031,,,,,,,
Zwischenpunkt,42,Bahnsteig U7 Rudow (Treppe zum Zwischengeschoss Altstädter Ring),-2,4581518,5823135,9720042,,,,,,,
Zwischenpunkt,69,Zwischengeschoss Altstädter Ring (Treppe Münsinger Straße/Amtsgericht),-1,4581518,5823135,9720069,,,,,,,
Zwischenpunkt,70,Zwischengeschoss Altstädter Ring (Rolltreppe Münsinger Straße/Amtsgericht),-1,4581518,5823135,9720070,,,,,,,
Zwischenpunkt,72,Zwischengeschoss Altstädter Ring (Treppe Altstädter Ring/Seegefelder Straße),-1,4581519,5823135,9720072,,,,,,,
Zwischenpunkt,79,Bahnsteig Gleis 1/2 (Treppe zum Durchgang),1,4581347,5823067,9720079,,,,,,,
Zwischenpunkt,85,Bahnsteig Gleis 5/6 (Treppe zur Schalterhalle),1,4581347,5823067,9720085,,,,,,,
Zwischenpunkt,92,Schalterhalle (Treppe zum Bahnsteig Gleis 3/4),0,4581347,5823067,9720092,,,,,,,
Zwischenpunkt,68,Zwischengeschoss Altstädter Ring (Rampe Carl-Schurz-Straße/Jüdenstraße),-1,4581567,5823210,9720068,,,,,,,
,,,,,,,,,,,,,
Bauwerk,170,S+U Lichtenberg Bhf,,4601877,5820766,160004,9160004,,,,,,
ÖV,2,Bahnsteig S5/7/75,1,4601840,5820794,9720602,,,,,,,
Zwischenpunkt,49,Bahnsteig S5/7/75 (Rampe zum Durchgang),1,4601810,5820801,9720649,,,,,,,
Zugang,7,Zugang (Treppe) Weitlingstraße,0,4601879,5820784,9720607,,,,,,,
Zugang,10,Zugang (Treppe) Weitlingstraße,0,4601774,5820642,9720610,,,,,,,
Zugang,14,Zugang (Rampe) Frankfurter Allee/Buchberger Straße,0,4601673,5820853,9720614,,,,,,,
Zwischenpunkt,56,Bahnsteig Gleis 17/20 (Rampe zum Durchgang),1,4601811,5820801,9720656,,,,,,,
Zwischenpunkt,58,Bahnsteig Gleis 21/22 (Treppe zum Durchgang),1,4601811,5820801,9720658,,,,,,,
Zugang,13,Zugang (Rampe) Frankfurter Allee/Gudrunstraße,0,4601722,5820894,9720613,,,,,,,
Zwischenpunkt,26,Verteiler (Treppe zum Zwischengeschoss Frankfurter Allee),-2,4601795,5820773,9720626,,,,,,,
Zwischenpunkt,47,Bahnsteig S5/7/75 (Rolltreppe zum Verteiler),1,4601811,5820801,9720647,,,,,,,
Zwischenpunkt,33,Verteiler (Rolltreppe zum Bahnsteig S5/7/75),-2,4601795,5820773,9720633,,,,,,,
Zwischenpunkt,45,Zwischengeschoss Weitlingstraße (Treppe Weitlingstr.),-1,4601794,5820773,9720645,,,,,,,
Zwischenpunkt,46,Bahnsteig S5/7/75 (Treppe zum Verteiler),1,4601811,5820801,9720646,,,,,,,
Zwischenpunkt,55,Bahnsteig Gleis 17/20 (Treppe zum Durchgang),1,4601811,5820801,9720655,,,,,,,
Zwischenpunkt,51,Bahnsteig Gleis 15/16 (Treppe zum Verteiler),1,4601811,5820801,9720651,,,,,,,
Zwischenpunkt,64,Durchgang (Rampe zum Bahnsteig Gleis 15/16),0,4601795,5820773,9720664,,,,,,,
Zwischenpunkt,69,Durchgang (Treppe zur Ladenstraße),0,4601795,5820773,9720669,,,,,,,
Zwischenpunkt,67,Durchgang (Treppe zum Bahnsteig Gleis 21/22),0,4601795,5820773,9720667,,,,,,,
Zwischenpunkt,73,Ladenstr. (Treppe Weitlingstraße),-1,4601795,5820773,9720673,,,,,,,
Zwischenpunkt,71,Ladenstr. (Treppe zum Durchgang),-1,4601795,5820773,9720671,,,,,,,
Zwischenpunkt,76,Ladenstr. (Treppe Weitlingtraße/Eitelstraße),-1,4601795,5820773,9720676,,,,,,,
Zugang und ÖV,16,Bushaltestelle Weitlingstraße hinter Einbecker Straße,0,4601891,5820761,9720616,,,,,,,
Zwischenpunkt,78,Zwischengeschoss Weitlingstraße (Aufzug zur Einbecker Straße/Weitlingstraße),-1,4601925,5820817,9720678,,,,,,,
Zwischenpunkt,48,Bahnsteig S5/7/75 (Treppe zum Durchgang),1,4601810,5820801,9720648,,,,,,,
Zwischenpunkt,60,Durchgang (Treppe zum Bahnsteig S5/7/75),0,4601795,5820773,9720660,,,,,,,
Zugang,15,Zugang (Treppe) Frankfurter Allee,0,4601690,5820851,9720615,,,,,,,
Zugang und ÖV,18,Bushaltestelle Einbecker Straße vor Weitlingstraße,0,4602009,5820771,9720618,,,,,,,
Zugang,11,Zugang (Rolltreppe) Weitlingstraße,0,4601777,5820642,9720611,,,,,,,
Zwischenpunkt,31,Verteiler (Rampe zum Zwischengeschoss Weitlingstraße),-2,4601795,5820773,9720631,,,,,,,
Zwischenpunkt,28,Verteiler (Treppe Richtung Zug-Gleise zum Bahnsteig U5),-2,4601795,5820773,9720628,,,,,,,
Zwischenpunkt,52,Bahnsteig Gleis 15/16 (Treppe zum Durchgang),1,4601811,5820801,9720652,,,,,,,
Zwischenpunkt,22,Bahnsteig U5 (Treppe Richtung Zwischengeschoss Frankfurter Allee zum Verteiler),-3,4601850,5820827,9720622,,,,,,,
Zwischenpunkt,38,Zwischengeschoss Frankfurter Allee (Treppe zum Verteiler),-1,4601794,5820773,9720638,,,,,,,
Zwischenpunkt,72,Ladenstr. (Rampe zum Durchgang),-1,4601795,5820773,9720672,,,,,,,
Zwischenpunkt,75,Ladenstr. (Aufzug),-1,4601795,5820773,9720675,,,,,,,
Zwischenpunkt,32,Verteiler (Treppe zum Bahnsteig S5/7/75),-2,4601795,5820773,9720632,,,,,,,
Zugang und ÖV,21,Bushaltestelle Irenenstraße vor Wönnichstraße,0,4601905,5820639,9720621,,,,,,,
Zugang,79,Zugang (Aufzug zum Zwischengeschoss Weitlingstraße),0,4601925,5820817,9720679,,,,,,,
ÖV,1,Bahnsteig U5,-3,4601838,5820832,9720601,,,,,,,
Zwischenpunkt,24,Bahnsteig U5 (Treppe Richtung S-Bahn zum Verteiler),-3,4601851,5820827,9720624,,,,,,,
Zwischenpunkt,35,Verteiler (Treppe zum Bahnsteig Gleis 17/20),-2,4601795,5820773,9720635,,,,,,,
Zwischenpunkt,34,Verteiler (Treppe zum Bahnsteig Gleis 15/16),-2,4601795,5820774,9720634,,,,,,,
Zwischenpunkt,40,Zwischengeschoss Frankfurter Allee (Rampe Frankfurter Allee/Buchberger Straße),-1,4601795,5820773,9720640,,,,,,,
Zwischenpunkt,44,Zwischengeschoss Weitlingstraße (Treppe Einbecker Str.),-1,4601795,5820774,9720644,,,,,,,
Zwischenpunkt,57,Bahnsteig Gleis 21/22 (Treppe zum Verteiler),1,4601811,5820801,9720657,,,,,,,
Zwischenpunkt,50,Bahnsteig S5/7/75 (Rolltreppe zum Durchgang),1,4601810,5820801,9720650,,,,,,,
Zwischenpunkt,43,Zwischengeschoss Weitlingstraße (Rampe zum Verteiler),-1,4601795,5820773,9720643,,,,,,,
Zwischenpunkt,53,Bahnsteig Gleis 15/16 (Rampe zum Durchgang),1,4601811,5820801,9720653,,,,,,,
Zwischenpunkt,63,Durchgang (Treppe zum Bahnsteig Gleis 15/16),0,4601795,5820773,9720663,,,,,,,
Zwischenpunkt,68,Durchgang (Rampe zum Bahnsteig Gleis 21/22),0,4601795,5820773,9720668,,,,,,,
Zwischenpunkt,74,Ladenstr. (Rolltreppe Weitlingstraße),-1,4601795,5820773,9720674,,,,,,,
Zwischenpunkt,23,Bahnsteig U5 (Treppe Richtung Zug-Gleise zum Verteiler),-3,4601851,5820827,9720623,,,,,,,
Zwischenpunkt,66,Durchgang (Rampe zum Bahnsteig Gleis 17/20),0,4601795,5820773,9720666,,,,,,,
Zugang und ÖV,19,Bushaltestelle Frankfurter Allee auf Lichtenberger Brücke Süd,0,4601851,5820841,9720619,,,,,,,
Zugang und ÖV,20,Bushaltestelle Frankfurter Allee auf Lichtenberger Brücke Nord,0,4601807,5820878,9720620,,,,,,,
ÖV,4,Bahnsteig Gleis 17/20,1,4601797,5820797,9720604,,,,,,,
Zwischenpunkt,59,Bahnsteig Gleis 21/22 (Rampe zum Durchgang),1,4601811,5820801,9720659,,,,,,,
Zwischenpunkt,62,Durchgang (Rampe zum Bahnsteig S5/7/75),0,4601795,5820773,9720662,,,,,,,
Zugang,9,Zugang (Treppe) Weitlingstraße/Irenenstraße,0,4601792,5820680,9720609,,,,,,,
Zugang und ÖV,17,Bushaltestelle Weitlingstraße vor Einbecker Straße,0,4601907,5820748,9720617,,,,,,,
Zugang,12,Zugang (Aufzug),0,4601774,5820636,9720612,,,,,,,
Zwischenpunkt,42,Zwischengeschoss Weitlingstraße (Treppe zum Verteiler),-1,4601794,5820773,9720642,,,,,,,
Zwischenpunkt,36,Verteiler (Treppe zum Bahnsteig Gleis 21/22),-2,4601795,5820774,9720636,,,,,,,
Zwischenpunkt,70,Durchgang (Rampe zur Ladenstraße),0,4601795,5820773,9720670,,,,,,,
Zwischenpunkt,25,Verteiler (Rolltreppe zum Zwischengeschoss Frankfurter Allee),-2,4601795,5820773,9720625,,,,,,,
ÖV,5,Bahnsteig Gleis 21/22,1,4601773,5820802,9720605,,,,,,,
Zugang,6,Zugang (Treppe) Einbecker Straße,0,4601909,5820815,9720606,,,,,,,
Zwischenpunkt,30,Verteiler (Treppe zum Zwischengeschoss Weitlingstraße),-2,4601795,5820773,9720630,,,,,,,
ÖV,3,Bahnsteig Gleis 15/16,1,4601822,5820791,9720603,,,,,,,
Zugang,8,Zugang (Treppe) Weitlingstraße/Eitelstraße,0,4601764,5820593,9720608,,,,,,,
Zwischenpunkt,29,Verteiler (Treppe Richtung S-Bahn zum Bahnsteig U5),-2,4601795,5820774,9720629,,,,,,,
Zwischenpunkt,27,Verteiler (Treppe Richtung Zwischengeschoss Frankfurter Allee zum Bahnsteig U5),-2,4601795,5820774,9720627,,,,,,,
Zwischenpunkt,39,Zwischengeschoss Frankfurter Allee (Rampe Frankfurter Allee/Gudrunstraße),-1,4601795,5820773,9720639,,,,,,,
Zwischenpunkt,65,Durchgang (Treppe zum Bahnsteig Gleis 17/20),0,4601795,5820773,9720665,,,,,,,
Zwischenpunkt,77,Ladenstr. (Treppe Weitlingstraße/Irenenstraße),-1,4601795,5820773,9720677,,,,,,,
Zwischenpunkt,54,Bahnsteig Gleis 17/20 (Treppe zum Verteiler),1,4601811,5820801,9720654,,,,,,,
Zwischenpunkt,37,Zwischengeschoss Frankfurter Allee (Rolltreppe zum Verteiler),-1,4601795,5820774,9720637,,,,,,,
Zwischenpunkt,61,Durchgang (Rolltreppe zum Bahnsteig S5/7/75),0,4601795,5820773,9720661,,,,,,,
Zwischenpunkt,41,Zwischengeschoss Frankfurter Allee (Treppe Frankfurter Allee),-1,4601795,5820773,9720641,,,,,,,
,,,,,,,,,,,,,
Bauwerk,169,S+U Frankfurter Allee,,4600295,5821074,120001,9120001,,,,,,
Zugang,5,Zugang (Treppe) Frankfurter Allee/Pettenkoferstraße,0,4600222,5821102,9720505,,,,,,,
Zwischenpunkt,29,Bahnsteig U5 (Treppe zum Zwischengeschoss Gürtelstraße),-2,4600261,5821078,9720529,,,,,,,
Zwischenpunkt,28,Bahnsteig U5 (Aufzug zum Zwischengeschoss Ringcenter),-2,4600261,5821078,9720528,,,,,,,
Zugang,4,Zugang (Treppe) Frankfurter Allee,0,4600224,5821180,9720504,,,,,,,
Zugang,3,Zugang (Treppe) Frankfurter Allee/Rigaer Straße,0,4600213,5821206,9720503,,,,,,,
Zugang und ÖV,10,Bushaltestelle Frankfurter Allee hinter Gürtelstraße,0,4600448,5821034,9720510,,,,,,,
Zwischenpunkt,30,Zwischengeschoss (Treppe zum Bahnsteig S-Bahn),1,4600232,5821194,9720530,,,,,,,
Zugang und ÖV,13,Bushaltestelle Gürtelstraße hinter Frankfurter Allee,0,4600338,5821023,9720513,,,,,,,
Zugang und ÖV,14,Bushaltestelle Möllendorffstraße hinter Frankfurter Allee,0,4600420,5821108,9720514,,,,,,,
Zugang und ÖV,16,Bushaltestelle Gürtelstraße vor Frankfurter Allee,0,4600366,5821033,9720516,,,,,,,
ÖV,2,Bahnsteig S-Bahn,2,4600239,5821165,9720502,,,,,,,
Zwischenpunkt,21,Zwischengeschoss Ringcenter (Treppe Frankfurter  Allee/Pettenkoferstraße),-1,4600261,5821078,9720521,,,,,,,
Zwischenpunkt,26,Zwischengeschoss Gürtelstraße (Treppe Frankfurter  Allee/Möllendorffstraße),-1,4600261,5821078,9720526,,,,,,,
Zugang und ÖV,18,Tramsteig Möllendorffstraße vor Frankfurter Allee,0,4600408,5821125,9720518,,,,,,,
Zugang und ÖV,11,Bushaltestelle Frankfurter Allee hinter Möllendorffstraße,0,4600294,5821089,9720511,,,,,,,
Zugang,8,Zugang (Treppe) Frankfurter Allee/Möllendorffstraße,0,4600354,5821088,9720508,,,,,,,
Zwischenpunkt,32,Bahnsteig S-Bahn (Treppe Frankfurter Allee/Rigaer Straße),2,4600232,5821194,9720532,,,,,,,
Zugang,9,Zugang (Aufzug) Frankfurter Allee unter der Bahnbrücke,0,4600245,5821098,9720509,,,,,,,
Zugang und ÖV,17,Tramsteig Möllendorffstraße hinter Frankfurter Allee,0,4600411,5821123,9720517,,,,,,,
Zwischenpunkt,27,Bahnsteig U5 (Treppe zum Zwischengeschoss Ringcenter),-2,4600261,5821079,9720527,,,,,,,
Zwischenpunkt,23,Zwischengeschoss Ringcenter (Aufzug zum Zugang Frankfurter Allee),-1,4600245,5821098,9720523,,,,,,,
Zwischenpunkt,22,Zwischengeschoss Ringcenter (Treppe Frankfurter Allee/Jessnerstraße),-1,4600261,5821077,9720522,,,,,,,
Zugang,7,Zugang (Treppe) Frankfurter Allee/Gürtelstraße,0,4600329,5821048,9720507,,,,,,,
Zwischenpunkt,19,Zwischengeschoss Ringcenter (Treppe zum Bahnsteig U5),-1,4600261,5821078,9720519,,,,,,,
Zwischenpunkt,31,Zwischengeschoss (Treppe Frankfurter Allee),1,4600232,5821194,9720531,,,,,,,
Zugang,6,Zugang (Treppe) Frankfurter Allee/Jessnerstraße,0,4600211,5821073,9720506,,,,,,,
ÖV,1,Bahnsteig U5,-2,4600252,5821080,9720501,,,,,,,
Zwischenpunkt,24,Zwischengeschoss Gürtelstraße (Treppe zum Bahnsteig U5),-1,4600261,5821077,9720524,,,,,,,
Zugang und ÖV,15,Bushaltestelle Möllendorffstraße vor Frankfurter Allee,0,4600385,5821098,9720515,,,,,,,
Zwischenpunkt,20,Zwischengeschoss Ringcenter (Aufzug zum Bahnsteig U5),-1,4600261,5821078,9720520,,,,,,,
Zwischenpunkt,33,Bahnsteig S-Bahn (Treppe zum Zwischengeschoss),2,4600232,5821194,9720533,,,,,,,
Zwischenpunkt,25,Zwischengeschoss Gürtelstraße (Treppe Frankfurter Allee/Gürtelstraße),-1,4600261,5821077,9720525,,,,,,,
Zugang und ÖV,12,Bushaltestelle Frankfurter Allee hinter Jessnerstraße,0,4600231,5821071,9720512,,,,,,,
,,,,,,,,,,,,,
Bauwerk,168,S+U Jannowitzbrücke,,4596420,5821130,100004,9100004,,,,,,
Zugang,4,Zugang (Treppe) Schicklerstraße/Dircksenstraße/Stralauer Straße,0,4596313,5821285,9720404,,,,,,,
Zugang,3,Zugang (Treppe) Alexanderstraße/Schillingstraße/Holzmarktstraße,0,4596396,5821303,9720403,,,,,,,
Zwischenpunkt,23,Durchgang (Treppe zum Zwischengeschoss Brückenstraße),-2,4596360,5821162,9720423,,,,,,,
Zwischenpunkt,42,Bahnsteig S5/7/75/3 (Treppe zum Zwischengeschoss Ladenstraße),3,4596360,5821162,9720442,,,,,,,
Zwischenpunkt,19,Zwischengeschoss Alexanderstraße (Treppe Schicklerstraße/Dircksenstraße/Stralauerstraße),-2,4596360,5821162,9720419,,,,,,,
Zwischenpunkt,46,Bahnsteig S5/7/75/3 (Treppe zum Zwischengeschoss Holzmarktstraße),3,4596360,5821162,9720446,,,,,,,
Zwischenpunkt,33,Zwischengeschoss Ladenstraße (Rampe zum Zwischengeschoss Holzmarktstraße),2,4596360,5821162,9720433,,,,,,,
Zwischenpunkt,35,Zwischengeschoss Ladenstraße (Rolltreppe zum Bahnsteig S5/7/75/3),2,4596360,5821162,9720435,,,,,,,
Zwischenpunkt,30,Zwischengeschoss Ladenstraße (Treppe Holzmarktstraße),2,4596359,5821162,9720430,,,,,,,
Zwischenpunkt,22,Durchgang (Treppe zum Treppenabsatz Brückenstraße),-2,4596360,5821162,9720422,,,,,,,
Zwischenpunkt,24,Zwischengeschoss Brückenstraße (Treppe zum Durchgang),-1,4596360,5821162,9720424,,,,,,,
Zugang und ÖV,48,Bushaltestelle Holzmarktstraße hinter Brückenstraße,0,4596448,5821154,9720448,,,,,,,
Zwischenpunkt,37,Zwischengeschoss Holzmarktstraße (Rampe zum Zwischengeschoss Ladenstr.),1,4596360,5821162,9720437,,,,,,,
Zwischenpunkt,43,Bahnsteig S5/7/75/3 (Rolltreppe zum Zwischengeschoss Ladenstraße),3,4596360,5821162,9720443,,,,,,,
Zwischenpunkt,28,Zwischengeschoss Ladenstraße (Treppe Brückenstraße),2,4596360,5821162,9720428,,,,,,,
Zwischenpunkt,13,Bahnsteig U8 (Treppe zum Treppenabsatz Alexanderstraße),-4,4596360,5821162,9720413,,,,,,,
Zwischenpunkt,34,Zwischengeschoss Ladenstraße (Treppe zum Bahnsteig S5/7/75/3),2,4596359,5821162,9720434,,,,,,,
Zugang,7,Zugang (Rampe) Holzmarktstraße,0,4596388,5821129,9720407,,,,,,,
Zwischenpunkt,44,Bahnsteig S5/7/75/3 (Aufzug zum Zwischengeschoss Holzmarktstraße),3,4596361,5821162,9720444,,,,,,,
Zugang,9,Zugang (Treppe) Brückenstraße/Märkisches Ufer,0,4596398,5821087,9720409,,,,,,,
Zwischenpunkt,18,Zwischengeschoss Alexanderstraße (Treppe Alexanderstraße/Schillingstraße/Holzmarktstraße),-2,4596360,5821162,9720418,,,,,,,
Zugang,5,Zugang (Treppe) Brückenstraße,0,4596388,5821148,9720405,,,,,,,
Zwischenpunkt,25,Zwischengeschoss Brückenstraße (Treppe zum Zwischengeschoss Ladenstraße),-1,4596359,5821162,9720425,,,,,,,
Zwischenpunkt,31,Zwischengeschoss Ladenstraße (Rampe Holzmarktstraße),2,4596359,5821162,9720431,,,,,,,
Zugang,8,Zugang (Treppe) Holzmarktstraße/Lichtenberger Straße,0,4596474,5821078,9720408,,,,,,,
Zwischenpunkt,41,Zwischengeschoss Holzmarktstraße (Treppe zum Bahnsteig S5/7/75/3),1,4596359,5821162,9720441,,,,,,,
Zugang und ÖV,47,Bushaltestelle Holzmarktstraße vor Alexanderstraße,0,4596308,5821246,9720447,,,,,,,
Zugang und ÖV,49,Bushaltestelle Alexanderstraße hinter Holzmarktstraße,0,4596384,5821275,9720449,,,,,,,
Zwischenpunkt,21,Treppenabsatz Brückenstraße (Treppe zum Durchgang),-3,4596359,5821162,9720421,,,,,,,
Zwischenpunkt,27,Zwischengeschoss Ladenstraße (Treppe zum Zwischengeschoss Brückenstraße),2,4596360,5821162,9720427,,,,,,,
Zugang,10,Zugang (Treppe) Brückenstraße/Märkisches Museum,0,4596384,5821094,9720410,,,,,,,
Zwischenpunkt,29,Zwischengeschoss Ladenstraße (Treppe Brückenstraße/Märkisches Ufer),2,4596360,5821162,9720429,,,,,,,
Zwischenpunkt,17,Zwischengeschoss Alexanderstraße (Treppe zum Treppenabsatz Alexanderstraße),-2,4596360,5821162,9720417,,,,,,,
Zwischenpunkt,32,Zwischengeschoss Ladenstraße (Treppe zum Zwischengeschoss Holzmarktstraße),2,4596359,5821162,9720432,,,,,,,
Zugang,6,Zugang (Treppe) Holzmarktstraße,0,4596398,5821121,9720406,,,,,,,
Zwischenpunkt,36,Zwischengeschoss Holzmarktstraße (Treppe zum Zwischengeschoss Ladenstraße),1,4596361,5821162,9720436,,,,,,,
Zwischenpunkt,38,Zwischengeschoss Holzmarktstraße (Treppe Holzmarktstraße/Lichtenberger Straße),1,4596359,5821162,9720438,,,,,,,
Zwischenpunkt,20,Treppenabsatz Brückenstraße (Treppe zum Bahnsteig U8),-3,4596359,5821162,9720420,,,,,,,
Zwischenpunkt,26,Zwischengeschoss Brückenstraße (Treppe Brückenstraße/Märkisches Museum),-1,4596359,5821162,9720426,,,,,,,
Zugang und ÖV,11,Bushaltestelle Brückenstraße vor Holzmarktstraße,0,4596364,5821081,9720411,,,,,,,
Zwischenpunkt,14,Bahnsteig U8 (Treppe zum Treppenabsatz Brückenstraße),-4,4596360,5821162,9720414,,,,,,,
Zwischenpunkt,15,Treppenabsatz Alexanderstraße (Treppe zum Bahnsteig U8),-3,4596359,5821162,9720415,,,,,,,
Zwischenpunkt,16,Treppenabsatz  Alexanderstraße (Treppe zum Zwischengeschoss  Alexanderstraße),-3,4596359,5821162,9720416,,,,,,,
Zugang und ÖV,12,Bushaltestelle Brückenstraße vor Märkisches Ufer,0,4596347,5821127,9720412,,,,,,,
Zwischenpunkt,45,Bahnsteig S5/7/75/3 (Rolltreppe zum Zwischengeschoss Holzmarktstraße),3,4596360,5821162,9720445,,,,,,,
ÖV,2,Bahnsteig S5/7/75/3,3,4596448,5821069,9720402,,,,,,,
Zwischenpunkt,39,Zwischengeschoss Holzmarktstraße (Aufzug zum Bahnsteig S5/7/75/3),1,4596360,5821162,9720439,,,,,,,
ÖV,1,Bahnsteig U8,-4,4596335,5821225,9720401,,,,,,,
Zwischenpunkt,40,Zwischengeschoss Holzmarktstraße (Rolltreppe zum Bahnsteig S5/7/75/3),1,4596359,5821162,9720440,,,,,,,
,,,,,,,,,,,,,
Bauwerk,4,S+U Potsdamer Platz Bhf,,4593640,5820450,100020,9100020,,,,,,
Zugang,13,Zugang (Treppe) Voß-/Ebert-/Hans-von-Bülow-Straße,0,4593564,5820615,9705013,,,,,,,
Zugang,22,Zugang (Rolltreppe) Alte Potsdamer Straße,0,4593500,5820451,9705022,,,,,,,
Zwischenpunkt,31,Bahnsteig U2 (Treppe Leipziger Straße/Leipziger Platz),-1,4593568,5820486,9705031,,,,,,,
ÖV,3,"Bahnsteig B S-Bahn,5 Gleis 3+4",-3,4593569,5820487,9705003,,,,,,,
Zwischenpunkt,38,Bahnsteig A S-Bahn (Treppe zum Zwischengeschoss Stresemannstraße),-3,4593568,5820486,9705038,,,,,,,
Zwischenpunkt,39,Bahnsteig A S-Bahn (Rolltreppe zum Zwischengeschoss Stresemannstraße),-3,4593568,5820486,9705039,,,,,,,
Zwischenpunkt,45,Bahnsteig B S-Bahn (Treppe zum Zwischengeschoss Stresemannstraße),-3,4593570,5820486,9705045,,,,,,,
Zwischenpunkt,52,Zwischengeschoss Voß-/Ebertstraße (Treppe Treppenabsatz Hans-von-Bülow-Straße),-2,4593568,5820486,9705052,,,,,,,
Zwischenpunkt,62,Zwischengeschoss Stresemannstraße (Treppe1 zur großen Halle),-2,4593568,5820486,9705062,,,,,,,
Zwischenpunkt,64,Zwischengeschoss Stresemannstraße (Treppe2 zur großen Halle),-2,4593569,5820486,9705064,,,,,,,
Zwischenpunkt,67,Zwischengeschoss Stresemannstraße (Rolltreppe Stresemann-/Linkstraße),-2,4593568,5820486,9705067,,,,,,,
Zwischenpunkt,65,Zwischengeschoss Stresemannstraße (Rolltreppe2 zur großen Halle),-2,4593568,5820486,9705065,,,,,,,
